"timestamp_export","query_name","promql","labels","value_timestamp","value"
"2026-06-24 19:53:49","27_csv_tr181_escenario","easymesh_csv_tr181_info{parameter=~"".*Scenario.*""}","__name__=easymesh_csv_tr181_info;file=data_model_easymesh_roaming_20260624_195011.csv;instance=csv-prometheus-exporter:9210;job=csv-prometheus-exporter;parameter=InternetGatewayDevice.X_SARA_EasyMesh.ScenarioId;scenario=roaming;value=roaming","1782323629,298","1"
"2026-06-24 19:53:49","27_csv_tr181_escenario","easymesh_csv_tr181_info{parameter=~"".*Scenario.*""}","__name__=easymesh_csv_tr181_info;file=data_model_easymesh_roaming_20260624_195011.csv;instance=csv-prometheus-exporter:9210;job=csv-prometheus-exporter;parameter=InternetGatewayDevice.X_SARA_EasyMesh.ScenarioName;scenario=roaming;value=Movimiento de MOVIL_SARA y steering hacia el satelite.","1782323629,298","1"
