"timestamp_export","query_name","promql","labels","value_timestamp","value"
"2026-06-24 19:48:12","27_csv_tr181_escenario","easymesh_csv_tr181_info{parameter=~"".*Scenario.*""}","__name__=easymesh_csv_tr181_info;file=data_model_easymesh_interference_20260624_185706.csv;instance=csv-prometheus-exporter:9210;job=csv-prometheus-exporter;parameter=InternetGatewayDevice.X_SARA_EasyMesh.ScenarioId;scenario=interference;value=interference","1782323292,032","1"
"2026-06-24 19:48:12","27_csv_tr181_escenario","easymesh_csv_tr181_info{parameter=~"".*Scenario.*""}","__name__=easymesh_csv_tr181_info;file=data_model_easymesh_interference_20260624_185706.csv;instance=csv-prometheus-exporter:9210;job=csv-prometheus-exporter;parameter=InternetGatewayDevice.X_SARA_EasyMesh.ScenarioName;scenario=interference;value=Interferencia elevada en AP_SALON por canal solapado.","1782323292,032","1"
