"timestamp_export","query_name","promql","labels","value_timestamp","value"
"2026-06-24 19:48:11","16_backhaul_rssi","easymesh_sim_backhaul_rssi_dbm","__name__=easymesh_sim_backhaul_rssi_dbm;ap=AP_SALON;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;type=Ethernet","1782323291,812","0"
"2026-06-24 19:48:11","16_backhaul_rssi","easymesh_sim_backhaul_rssi_dbm","__name__=easymesh_sim_backhaul_rssi_dbm;ap=AP_DORMITORIO;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;type=WiFi-5GHz","1782323291,812","-51.2"
