"timestamp_export","query_name","promql","labels","value_timestamp","value"
"2026-06-24 19:48:11","20_csv_snapshots_total","easymesh_csv_snapshots_total","__name__=easymesh_csv_snapshots_total;instance=csv-prometheus-exporter:9210;job=csv-prometheus-exporter;kind=tr181","1782323291,894","9"
"2026-06-24 19:48:11","20_csv_snapshots_total","easymesh_csv_snapshots_total","__name__=easymesh_csv_snapshots_total;instance=csv-prometheus-exporter:9210;job=csv-prometheus-exporter;kind=prometheus_metrics","1782323291,894","9"
