"timestamp_export","query_name","promql","labels","value_timestamp","value"
"2026-06-24 19:53:49","17_backhaul_latency","easymesh_sim_backhaul_latency_ms","__name__=easymesh_sim_backhaul_latency_ms;ap=AP_SALON;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;type=Ethernet","1782323629,098","1"
"2026-06-24 19:53:49","17_backhaul_latency","easymesh_sim_backhaul_latency_ms","__name__=easymesh_sim_backhaul_latency_ms;ap=AP_DORMITORIO;instance=easymesh-network-simulator:9200;job=easymesh-network-simulator;type=WiFi-5GHz","1782323629,098","5.6"
